ID,Category,Intent,User Type,Programme Group,Programme Detail,Main Question,Alternate Questions,Real Student Variants,Answer,Dynamic/ Static,Source Link,Escalation Contact,Last Updated,Status
358,Student Support,helpline_busy_issue,All Users,ALL,ALL,What should I do if University helpline numbers are busy?,helpline busy; support number not reachable; phone line busy; contact issue,,Students may try again later or contact the University through official email support.,Dynamic,Official Helpdesk,info@manuu.edu.in,22-05-2026,Active
345,Student Support,id_card_download,Current Student,ALL,ALL,How can I download my student ID card?,id card download; student identity card; id card pdf; hallticket id card,,Students can download ID cards through the student portal if the facility is available.,Dynamic,SAMARTH Portal,ssu.dde@manuu.edu.in,22-05-2026,Active
346,Student Support,id_card_not_available,Current Student,ALL,ALL,What should I do if my ID card is not available on the portal?,id card not showing; id card missing; student card unavailable; identity card issue,,Students should contact the Learner Support Centre or technical support for assistance.,Dynamic,Student Services,ssu.dde@manuu.edu.in,22-05-2026,Active
342,Student Support,lsc_change_process,Current Student,ALL,ALL,How can I apply for change of Learner Support Centre?,lsc change process; study centre transfer; learner support centre change; centre badalna,,LSC change requests are processed according to University rules and administrative approval.,Dynamic,LSC Transfer Rules,ssu.dde@manuu.edu.in,22-05-2026,Active
359,Student Support,multilingual_help_support,All Users,ALL,ALL,"Is student support available in Urdu, Hindi, and English?",urdu support available; hindi helpdesk; english assistance; multilingual student support,,Student support may be provided in multiple languages depending on the department and service.,Static,Student Support Services,info@manuu.edu.in,22-05-2026,Active
353,Student Support,regional_centre_role,All Users,ALL,ALL,What is the role of Regional Centres in ODL programmes?,regional centre work; rc office role; regional support centre; rc functions,,Regional Centres coordinate academic and administrative support for learners in their regions.,Static,ODL Support Structure,ssu.dde@manuu.edu.in,22-05-2026,Active
351,Student Support,sms_notification_issue,Current Student,ALL,ALL,Why am I not receiving University SMS notifications?,sms not received; mobile alerts issue; university messages missing; notification problem,,Students should verify their registered mobile number and contact support if required.,Dynamic,SAMARTH Portal,support@manuu.edu.in,22-05-2026,Active
354,Student Support,student_portal_services,Current Student,ALL,ALL,What services are available through the student portal?,student portal services; samarth features; online student services; dashboard facilities,,"The student portal provides services related to admissions, examinations, fees, results, and academic support.",Static,SAMARTH Portal,support@manuu.edu.in,22-05-2026,Active
360,Student Support,student_query_response_time,All Users,ALL,ALL,How long does the University take to respond to student queries?,query response time; support reply kab; complaint resolution time; email response delay,,Response times depend on the nature of the query and the concerned department.,Dynamic,Student Support Services,info@manuu.edu.in,22-05-2026,Active
349,Student Support,study_centre_closed_issue,Current Student,ALL,ALL,What should I do if my Learner Support Centre is closed?,lsc closed; study centre not working; centre unavailable; learner support issue,,Students should contact the Regional Centre or University support services for assistance.,Dynamic,Regional Centre Support,ssu.dde@manuu.edu.in,22-05-2026,Active
341,Student Support,study_centre_contact,Current Student,ALL,ALL,How can I contact my Learner Support Centre?,lsc contact number; study centre phone; learner support centre details; lsc kaise contact kare,,Students may contact their Learner Support Centre through the contact details available on the official website.,Dynamic,LSC Information,ssu.dde@manuu.edu.in,22-05-2026,Active
343,Student Support,study_material_delay,Current Student,ALL,ALL,What should I do if I do not receive study material?,study material not received; books nahi mile; slm delay; books dispatch issue,study material nahi mila; books abhi tak nai aaye; slm dispatch nai hua; books kidhar se milenge; material deliver nai hua;,Students should contact the Study Material Section or concerned Learner Support Centre.,Dynamic,Study Material Section,ismail@manuu.edu.in,22-05-2026,Active
344,Student Support,study_material_download,Current Student,ALL,ALL,Can I download study material online?,online study material; slm pdf; digital books; books download,,Study material may be available online through the University website or learning portal.,Dynamic,Official Website,ismail@manuu.edu.in,22-05-2026,Active
356,Student Support,technical_support_timing,All Users,ALL,ALL,When is technical support available for portal issues?,technical support timing; helpdesk hours; portal support timings; support available kab,,Technical support timings are announced through official support channels and helpdesk services.,Dynamic,Technical Support,support@manuu.edu.in,22-05-2026,Active
12,Study Material,study_material_not_received,Current Student,ALL,ALL,What should I do if I do not receive the Self Learning Material?,study material not received; books not delivered; slm issue; books nahi aaye; study material nahi mila; slm issue hai; kitab abhi tak nahi aayi,study material nahi mila; books abhi tak nai aaye; slm dispatch nai hua; books kidhar se milenge; material deliver nai hua;,"If you do not receive the Self Learning Material, send an email with your enrolment number, programme details, and correct address to: ismail@manuu.edu.in",Dynamic,Study Material Dispatch,ismail@manuu.edu.in,22-05-2026,Active
194,Technical,browser_compatibility_issue,All Users,ALL,ALL,Which browsers work best with the student portal?,best browser for samarth; portal compatibility; chrome or firefox; website support,,The portal works best on updated browsers such as Google Chrome or Mozilla Firefox.,Static,Technical Instructions,support@manuu.edu.in,22-05-2026,Active
196,Technical,captcha_error_issue,All Users,ALL,ALL,What should I do if CAPTCHA verification fails repeatedly?,captcha error; captcha not working; verification failed; captcha issue,,Refresh the page and enter the CAPTCHA carefully. Try another browser if the issue continues.,Static,Technical Instructions,support@manuu.edu.in,22-05-2026,Active
185,Technical,document_upload_failure,Prospective Student,ALL,ALL,Why are my documents not uploading on the portal?,document upload problem; upload failed; pdf upload nahi ho raha; certificate upload error,,"Document upload issues may occur due to file size, format, or internet connectivity problems.",Static,Portal Instructions,support@manuu.edu.in,22-05-2026,Active
190,Technical,double_payment_issue,Prospective Student,ALL,ALL,What should I do if payment is deducted twice?,double payment deducted; duplicate transaction; paisa do baar kat gaya; repeated payment,,Students should keep transaction receipts and contact payment support for refund processing.,Dynamic,Payment Support,accounts@manuu.edu.in,22-05-2026,Active
193,Technical,email_update_portal,Current Student,ALL,ALL,How can I update my registered email ID?,change email id; update registered email; wrong email correction; portal email update,,Students may update email details through the portal or by contacting technical support.,Dynamic,SAMARTH Portal,support@manuu.edu.in,22-05-2026,Active
182,Technical,forgot_samarth_password,Current Student,ALL,ALL,How can I reset my SAMARTH portal password?,forgot samarth password; password reset; portal password bhool gaya; login password issue,,Students can reset their password using the “Forgot Password” option on the portal.,Dynamic,SAMARTH Portal,support@manuu.edu.in,22-05-2026,Active
181,Technical,login_credentials_issue,Current Student,ALL,ALL,What should I do if my login credentials are invalid?,login invalid; wrong username password; portal login issue; credentials not working,,Please verify your login details carefully or use the password recovery option available on the portal.,Dynamic,SAMARTH Portal,support@manuu.edu.in,22-05-2026,Active
192,Technical,mobile_number_change_portal,Current Student,ALL,ALL,How can I change my registered mobile number?,change mobile in portal; update phone number; registered mobile correction; mobile update,,Students may update mobile numbers as per portal options or by contacting support.,Dynamic,SAMARTH Portal,support@manuu.edu.in,22-05-2026,Active
195,Technical,mobile_portal_issue,All Users,ALL,ALL,Why is the portal not working properly on mobile devices?,mobile portal problem; phone me portal nahi chal raha; mobile compatibility; smartphone issue,,Some portal features may work better on desktop or updated mobile browsers.,Static,Technical Instructions,support@manuu.edu.in,22-05-2026,Active
189,Technical,payment_gateway_timeout,Prospective Student,ALL,ALL,What should I do if payment page freezes during transaction?,payment page stuck; gateway timeout; online payment hang; transaction freeze,,Wait for confirmation before retrying payment. Avoid making multiple transactions immediately.,Dynamic,Payment Gateway Support,support@manuu.edu.in,22-05-2026,Active
198,Technical,payment_receipt_download,Current Student,ALL,ALL,How can I download my fee payment receipt?,fee receipt download; payment receipt; challan download; transaction receipt,,Students can download payment receipts from their dashboard or payment history section.,Dynamic,SAMARTH Portal,accounts@manuu.edu.in,22-05-2026,Active
186,Technical,pdf_upload_format,Prospective Student,ALL,ALL,Which PDF format should be used for uploads?,pdf upload format; file type required; upload instructions; document format kya,,Students should upload documents only in the prescribed format and size mentioned on the portal.,Static,Portal Instructions,support@manuu.edu.in,22-05-2026,Active
187,Technical,photo_upload_error,Prospective Student,ALL,ALL,What should I do if photo upload fails?,photo upload error; image upload issue; photograph upload failed; pic upload nahi ho raha,,Please resize the image and ensure it matches the prescribed format and dimensions.,Static,Portal Instructions,support@manuu.edu.in,22-05-2026,Active
199,Technical,portal_maintenance_notification,All Users,ALL,ALL,How will I know if the portal is under maintenance?,portal maintenance info; website down notice; maintenance notification; server maintenance,,Portal maintenance announcements are usually displayed on the official website or portal homepage.,Dynamic,Official Website,support@manuu.edu.in,22-05-2026,Active
184,Technical,portal_server_busy,All Users,ALL,ALL,Why does the portal show “Server Busy” message?,server busy; portal overloaded; website not opening; server error,,The portal may experience heavy traffic during peak periods. Please try again later.,Dynamic,Technical Support,support@manuu.edu.in,22-05-2026,Active
183,Technical,samarth_account_locked,Current Student,ALL,ALL,What should I do if my SAMARTH account is locked?,account locked; login blocked; portal access denied; account temporarily disabled,,Please wait for some time or contact technical support for assistance in unlocking your account.,Dynamic,SAMARTH Technical Support,support@manuu.edu.in,22-05-2026,Active
191,Technical,samarth_dashboard_access,Current Student,ALL,ALL,How can I access my student dashboard?,student dashboard login; samarth dashboard; portal access; dashboard kidhar hai,,Students can access their dashboard using their registered credentials on the SAMARTH portal.,Dynamic,SAMARTH Portal,support@manuu.edu.in,22-05-2026,Active
197,Technical,session_expired_issue,All Users,ALL,ALL,Why does the portal show “Session Expired”?,session expired; automatic logout; portal timeout; login expired,,Session expiration occurs due to inactivity. Please log in again and save your work frequently.,Static,Technical Instructions,support@manuu.edu.in,22-05-2026,Active
188,Technical,signature_upload_issue,Prospective Student,ALL,ALL,What should I do if signature upload fails?,sign upload error; signature not uploading; upload issue; signature size problem,,Students should upload signatures in the prescribed file size and format mentioned on the portal.,Static,Portal Instructions,support@manuu.edu.in,22-05-2026,Active
200,Technical,technical_support_contact,All Users,ALL,ALL,How can I contact technical support for portal issues?,technical support number; portal helpdesk; samarth support; website issue contact,,Students may contact technical support using the official helpdesk details provided on the website.,Dynamic,Official Website,support@manuu.edu.in,22-05-2026,Active
